id,ch0,ch1,ch2,ch3,accel0,accel1,accel2,timestamp
3, -0.32, 37.80, 9.70, 28.87, 0.000, 0.000, 0.000, 12:40:19.079
4, 8.00, 19.71, 8.62, -6.34, 0.000, 0.000, 0.000, 12:40:19.080
5, 12.94, -17.34, 3.99, -9.23, 0.000, 0.000, 0.000, 12:40:19.080
6, -0.29, 21.70, 10.89, 28.40, 0.000, 0.000, 0.000, 12:40:19.080
7, 6.00, 36.63, 12.64, 6.36, 0.000, 0.000, 0.000, 12:40:19.095
8, 16.01, -8.32, 8.06, -10.41, 0.000, 0.000, 0.000, 12:40:19.095
9, 3.07, 4.26, 6.27, 20.67, 0.000, 0.000, 0.000, 12:40:19.109
10, 0.91, 43.64, 13.20, 22.03, 0.000, 0.000, 0.000, 12:40:19.109
11, 10.05, 4.49, 5.36, -11.71, 0.000, 0.000, 0.000, 12:40:19.111
12, 7.69, -10.07, 8.01, 6.00, 0.000, 0.000, 0.000, 12:40:19.111
13, 0.88, 30.84, 8.85, 28.48, 0.000, 0.000, 0.000, 12:40:19.125
14, 6.19, 17.90, 2.41, -7.61, 0.000, 0.000, 0.000, 12:40:19.126
15, 13.03, -15.18, 10.89, -3.16, 0.000, 0.000, 0.000, 12:40:19.139
16, 3.88, 17.55, 10.25, 29.35, 0.000, 0.000, 0.000, 12:40:19.139
17, 7.22, 34.37, 7.52, 3.00, 0.000, 0.000, 0.000, 12:40:19.141
18, 14.02, -6.75, 6.30, -14.00, 0.000, 0.000, 0.000, 12:40:19.141
19, 4.03, 3.23, 10.41, 16.69, 0.000, 0.000, 0.000, 12:40:19.155
20, -1.10, 40.47, 9.63, 15.56, 0.000, 0.000, 0.000, 12:40:19.155
21, 12.35, 7.51, 6.05, -9.49, 0.000, 0.000, 0.000, 12:40:19.169
22, 8.66, -9.21, 10.91, 4.03, 0.000, 0.000, 0.000, 12:40:19.169
23, 2.04, 35.79, 9.94, 25.65, 0.000, 0.000, 0.000, 12:40:19.171
24, 9.71, 20.15, 9.68, -7.53, 0.000, 0.000, 0.000, 12:40:19.171
25, 8.28, -14.01, 3.95, -3.95, 0.000, 0.000, 0.000, 12:40:19.185
26, 2.59, 22.12, 9.93, 21.13, 0.000, 0.000, 0.000, 12:40:19.185
27, 7.37, 35.53, 8.63, 3.41, 0.000, 0.000, 0.000, 12:40:19.199
28, 13.15, -6.00, 6.36, -13.28, 0.000, 0.000, 0.000, 12:40:19.199
29, 2.42, 2.12, 5.89, 18.99, 0.000, 0.000, 0.000, 12:40:19.201
30, 3.75, 41.79, 13.37, 17.42, 0.000, 0.000, 0.000, 12:40:19.201
31, 12.66, 6.13, 7.90, -13.19, 0.000, 0.000, 0.000, 12:40:19.215
32, 10.06, -14.89, 9.71, 2.63, 0.000, 0.000, 0.000, 12:40:19.215
33, 1.63, 34.73, 13.17, 29.98, 0.000, 0.000, 0.000, 12:40:19.229
34, 9.15, 19.85, 15.73, -9.07, 0.000, 0.000, 0.000, 12:40:19.229
35, 15.48, -18.54, 6.28, -9.67, 0.000, 0.000, 0.000, 12:40:19.231
36, 3.46, 20.11, 8.51, 24.83, 0.000, 0.000, 0.000, 12:40:19.231
37, 8.82, 38.65, 8.64, 4.41, 0.000, 0.000, 0.000, 12:40:19.245
38, 13.55, -10.61, 6.11, -11.27, 0.000, 0.000, 0.000, 12:40:19.245
39, 0.74, 6.25, 12.91, 22.83, 0.000, 0.000, 0.000, 12:40:19.259
40, 3.54, 41.23, 11.73, 16.32, 0.000, 0.000, 0.000, 12:40:19.259
41, 14.32, 1.92, 7.19, -13.79, 0.000, 0.000, 0.000, 12:40:19.261
42, 12.57, -12.14, 4.95, 7.31, 0.000, 0.000, 0.000, 12:40:19.261
43, 2.29, 37.36, 11.82, 24.41, 0.000, 0.000, 0.000, 12:40:19.275
44, 8.21, 18.80, 3.28, -4.45, 0.000, 0.000, 0.000, 12:40:19.275
45, 13.76, -14.06, 8.04, -0.81, 0.000, 0.000, 0.000, 12:40:19.289
46, 4.57, 22.20, 11.84, 24.07, 0.000, 0.000, 0.000, 12:40:19.289
47, 5.07, 34.24, 7.76, 5.42, 0.000, 0.000, 0.000, 12:40:19.291
48, 13.26, -4.25, 6.45, -13.92, 0.000, 0.000, 0.000, 12:40:19.291
49, 5.34, 4.83, 10.74, 17.61, 0.000, 0.000, 0.000, 12:40:19.305
50, 2.02, 41.13, 9.86, 15.10, 0.000, 0.000, 0.000, 12:40:19.305
51, 13.86, 5.98, 4.46, -14.56, 0.000, 0.000, 0.000, 12:40:19.319
52, 9.26, -10.04, 4.15, 6.22, 0.000, 0.000, 0.000, 12:40:19.319
53, 0.48, 33.92, 10.88, 22.60, 0.000, 0.000, 0.000, 12:40:19.321
54, 9.24, 22.91, 7.39, -5.54, 0.000, 0.000, 0.000, 12:40:19.321
55, 13.20, -16.70, 8.96, -5.03, 0.000, 0.000, 0.000, 12:40:19.335
56, 1.65, 21.54, 11.15, 25.72, 0.000, 0.000, 0.000, 12:40:19.336
57, 5.64, 36.57, 8.98, 7.00, 0.000, 0.000, 0.000, 12:40:19.349
58, 15.60, -9.72, 5.05, -13.70, 0.000, 0.000, 0.000, 12:40:19.349
59, 3.78, -0.37, 8.87, 18.30, 0.000, 0.000, 0.000, 12:40:19.351
60, 2.57, 41.94, 9.96, 13.74, 0.000, 0.000, 0.000, 12:40:19.351
61, 12.96, 6.24, 8.21, -11.23, 0.000, 0.000, 0.000, 12:40:19.365
62, 9.65, -11.25, 4.38, 8.87, 0.000, 0.000, 0.000, 12:40:19.365
63, 5.32, 34.67, 12.43, 27.77, 0.000, 0.000, 0.000, 12:40:19.379
64, 9.50, 22.06, 7.55, -8.35, 0.000, 0.000, 0.000, 12:40:19.379
65, 10.24, -20.79, 9.66, -10.60, 0.000, 0.000, 0.000, 12:40:19.381
66, 1.94, 23.10, 15.13, 24.93, 0.000, 0.000, 0.000, 12:40:19.381
67, 4.81, 36.80, 9.33, 3.23, 0.000, 0.000, 0.000, 12:40:19.395
68, 15.98, -10.37, 6.92, -5.97, 0.000, 0.000, 0.000, 12:40:19.395
69, 6.87, 2.72, 6.23, 17.45, 0.000, 0.000, 0.000, 12:40:19.409
70, 2.25, 41.63, 6.56, 17.21, 0.000, 0.000, 0.000, 12:40:19.409
71, 12.53, 2.62, 3.84, -10.54, 0.000, 0.000, 0.000, 12:40:19.410
72, 9.29, -10.07, 9.77, 9.98, 0.000, 0.000, 0.000, 12:40:19.410
73, 1.23, 35.23, 11.72, 24.85, 0.000, 0.000, 0.000, 12:40:19.425
74, 8.33, 19.84, 5.38, -8.81, 0.000, 0.000, 0.000, 12:40:19.425
75, 12.37, -20.69, 9.96, -3.71, 0.000, 0.000, 0.000, 12:40:19.439
76, 0.98, 22.21, 10.61, 25.01, 0.000, 0.000, 0.000, 12:40:19.439
77, 4.77, 31.58, 9.75, 8.47, 0.000, 0.000, 0.000, 12:40:19.441
78, 17.04, -8.46, 9.24, -11.65, 0.000, 0.000, 0.000, 12:40:19.441
79, 3.46, 5.08, 6.79, 16.03, 0.000, 0.000, 0.000, 12:40:19.455
80, 2.63, 43.08, 7.16, 21.53, 0.000, 0.000, 0.000, 12:40:19.455
81, 13.79, 5.25, 11.01, -8.59, 0.000, 0.000, 0.000, 12:40:19.469
82, 6.27, -12.13, 6.69, 2.36, 0.000, 0.000, 0.000, 12:40:19.469
83, -2.66, 33.74, 8.50, 28.73, 0.000, 0.000, 0.000, 12:40:19.471
84, 11.09, 18.73, 7.29, -1.92, 0.000, 0.000, 0.000, 12:40:19.471
85, 13.71, -14.34, 4.55, -6.35, 0.000, 0.000, 0.000, 12:40:19.485
86, 2.12, 23.66, 7.71, 24.14, 0.000, 0.000, 0.000, 12:40:19.485
87, 10.10, 35.98, 8.42, 6.78, 0.000, 0.000, 0.000, 12:40:19.499
88, 14.35, -10.08, 6.97, -9.97, 0.000, 0.000, 0.000, 12:40:19.499
89, 5.89, 5.16, 8.12, 16.44, 0.000, 0.000, 0.000, 12:40:19.501
90, 5.79, 41.74, 7.15, 17.92, 0.000, 0.000, 0.000, 12:40:19.501
91, 7.12, 1.01, 4.70, -14.90, 0.000, 0.000, 0.000, 12:40:19.516
92, 8.33, -13.28, 8.40, 5.65, 0.000, 0.000, 0.000, 12:40:19.516
93, 5.62, 37.79, 12.94, 25.00, 0.000, 0.000, 0.000, 12:40:19.529
94, 9.86, 19.17, 8.58, -4.76, 0.000, 0.000, 0.000, 12:40:19.529
95, 9.19, -14.14, 4.15, -10.29, 0.000, 0.000, 0.000, 12:40:19.531
96, 0.54, 24.95, 6.61, 28.36, 0.000, 0.000, 0.000, 12:40:19.531
97, 6.63, 35.76, 3.23, 6.95, 0.000, 0.000, 0.000, 12:40:19.545
98, 15.16, -10.15, 5.83, -10.88, 0.000, 0.000, 0.000, 12:40:19.545
99, 4.65, 5.66, 8.07, 21.01, 0.000, 0.000, 0.000, 12:40:19.559
100, 3.78, 45.59, 11.44, 17.53, 0.000, 0.000, 0.000, 12:40:19.559
101, 8.61, 3.90, 2.94, -17.77, 0.000, 0.000, 0.000, 12:40:19.561
102, 12.91, -9.53, 9.12, 7.74, 0.000, 0.000, 0.000, 12:40:19.561
103, 3.50, 33.89, 9.29, 27.17, 0.000, 0.000, 0.000, 12:40:19.575
104, 5.17, 20.16, 8.89, -3.97, 0.000, 0.000, 0.000, 12:40:19.575
105, 14.16, -12.28, 9.09, -0.99, 0.000, 0.000, 0.000, 12:40:19.589
106, 2.87, 21.64, 9.65, 27.02, 0.000, 0.000, 0.000, 12:40:19.590
107, 4.75, 35.67, 8.98, 1.99, 0.000, 0.000, 0.000, 12:40:19.591
108, 14.99, -6.10, 9.22, -9.95, 0.000, 0.000, 0.000, 12:40:19.591
109, 3.41, 6.22, 8.28, 17.82, 0.000, 0.000, 0.000, 12:40:19.605
110, 2.51, 39.94, 7.58, 19.61, 0.000, 0.000, 0.000, 12:40:19.605
111, 9.74, 5.46, 6.95, -11.76, 0.000, 0.000, 0.000, 12:40:19.619
112, 10.13, -7.73, 6.24, 7.14, 0.000, 0.000, 0.000, 12:40:19.619
113, 0.16, 36.94, 7.15, 25.46, 0.000, 0.000, 0.000, 12:40:19.621
114, 13.46, 20.03, 10.24, -6.78, 0.000, 0.000, 0.000, 12:40:19.621
115, 10.45, -16.81, 5.83, -6.38, 0.000, 0.000, 0.000, 12:40:19.635
116, -0.08, 23.48, 8.92, 21.60, 0.000, 0.000, 0.000, 12:40:19.635
117, 8.67, 37.11, 12.54, 3.71, 0.000, 0.000, 0.000, 12:40:19.649
118, 10.00, -11.74, 8.78, -10.10, 0.000, 0.000, 0.000, 12:40:19.649
119, 1.20, -0.27, 9.41, 13.47, 0.000, 0.000, 0.000, 12:40:19.651
120, 4.32, 41.85, 12.56, 11.88, 0.000, 0.000, 0.000, 12:40:19.651
121, 10.51, 2.84, 7.40, -13.87, 0.000, 0.000, 0.000, 12:40:19.665
122, 8.95, -8.03, 5.67, 10.21, 0.000, 0.000, 0.000, 12:40:19.665
123, 4.80, 37.09, 11.56, 26.91, 0.000, 0.000, 0.000, 12:40:19.679
124, 11.01, 22.23, 9.45, -8.53, 0.000, 0.000, 0.000, 12:40:19.679
125, 10.60, -14.70, 9.61, -3.41, 0.000, 0.000, 0.000, 12:40:19.680
126, 5.09, 20.52, 11.84, 27.52, 0.000, 0.000, 0.000, 12:40:19.680
127, 5.09, 37.29, 7.29, 6.17, 0.000, 0.000, 0.000, 12:40:19.695
128, 13.92, -11.48, 4.57, -8.90, 0.000, 0.000, 0.000, 12:40:19.695
129, 8.61, 7.35, 7.29, 20.14, 0.000, 0.000, 0.000, 12:40:19.709
130, 1.06, 40.10, 8.52, 17.53, 0.000, 0.000, 0.000, 12:40:19.709
131, 12.04, 0.90, 5.95, -11.89, 0.000, 0.000, 0.000, 12:40:19.711
132, 10.02, -13.60, 8.45, 7.74, 0.000, 0.000, 0.000, 12:40:19.711
133, 0.25, 35.33, 9.22, 22.61, 0.000, 0.000, 0.000, 12:40:19.726
134, 12.60, 19.47, 3.04, -7.07, 0.000, 0.000, 0.000, 12:40:19.726
135, 15.37, -16.07, 3.29, -3.10, 0.000, 0.000, 0.000, 12:40:19.739
136, 3.38, 20.58, 11.85, 23.39, 0.000, 0.000, 0.000, 12:40:19.739
137, 4.18, 38.17, 9.27, 0.53, 0.000, 0.000, 0.000, 12:40:19.741
138, 14.12, -12.30, 5.64, -12.40, 0.000, 0.000, 0.000, 12:40:19.741
139, 5.07, 5.62, 11.18, 17.82, 0.000, 0.000, 0.000, 12:40:19.755
140, 1.84, 37.88, 10.25, 16.70, 0.000, 0.000, 0.000, 12:40:19.755
141, 21.05, 3.06, 5.36, -10.77, 0.000, 0.000, 0.000, 12:40:19.769
142, 11.07, -9.49, 7.56, 7.38, 0.000, 0.000, 0.000, 12:40:19.769
143, -0.49, 34.02, 9.48, 26.96, 0.000, 0.000, 0.000, 12:40:19.771
144, 9.52, 21.84, 7.38, -4.11, 0.000, 0.000, 0.000, 12:40:19.771
145, 8.63, -16.31, 6.03, -6.32, 0.000, 0.000, 0.000, 12:40:19.785
146, -1.84, 20.06, 8.27, 26.29, 0.000, 0.000, 0.000, 12:40:19.785
147, 7.52, 34.67, 7.22, 4.18, 0.000, 0.000, 0.000, 12:40:19.799
148, 15.43, -8.74, 4.56, -14.01, 0.000, 0.000, 0.000, 12:40:19.800
149, 0.11, 3.02, 7.66, 19.04, 0.000, 0.000, 0.000, 12:40:19.801
150, 6.43, 44.37, 12.29, 14.88, 0.000, 0.000, 0.000, 12:40:19.801
151, 7.24, 0.42, 7.17, -12.72, 0.000, 0.000, 0.000, 12:40:19.815
152, 6.56, -8.11, 7.63, 6.40, 0.000, 0.000, 0.000, 12:40:19.815
153, 1.03, 40.19, 10.11, 23.03, 0.000, 0.000, 0.000, 12:40:19.829
154, 9.41, 23.40, 9.26, -5.15, 0.000, 0.000, 0.000, 12:40:19.829
155, 10.60, -21.75, 4.91, -5.88, 0.000, 0.000, 0.000, 12:40:19.831
156, 3.78, 21.92, 13.05, 27.79, 0.000, 0.000, 0.000, 12:40:19.831
157, 5.43, 37.40, 9.55, 6.07, 0.000, 0.000, 0.000, 12:40:19.845
158, 18.49, -9.71, 3.61, -12.17, 0.000, 0.000, 0.000, 12:40:19.845
159, 6.14, 5.42, 8.37, 20.20, 0.000, 0.000, 0.000, 12:40:19.859
160, 4.87, 43.35, 11.84, 17.84, 0.000, 0.000, 0.000, 12:40:19.859
161, 11.18, 0.77, 2.86, -11.78, 0.000, 0.000, 0.000, 12:40:19.861
162, 11.63, -8.83, 7.17, 8.62, 0.000, 0.000, 0.000, 12:40:19.861
163, 2.89, 36.30, 7.39, 18.52, 0.000, 0.000, 0.000, 12:40:19.875
164, 7.81, 22.91, 6.90, -7.37, 0.000, 0.000, 0.000, 12:40:19.875
165, 9.55, -13.86, 6.74, -4.34, 0.000, 0.000, 0.000, 12:40:19.889
166, 5.47, 25.59, 9.78, 27.69, 0.000, 0.000, 0.000, 12:40:19.889
167, -1.38, 33.29, 7.80, 1.72, 0.000, 0.000, 0.000, 12:40:19.891
168, 15.53, -12.05, 4.74, -11.21, 0.000, 0.000, 0.000, 12:40:19.891
169, 6.14, 6.26, 8.50, 20.83, 0.000, 0.000, 0.000, 12:40:19.905
170, 3.49, 45.31, 10.69, 19.05, 0.000, 0.000, 0.000, 12:40:19.905
171, 10.51, 3.82, 6.62, -13.89, 0.000, 0.000, 0.000, 12:40:19.919
172, 10.45, -5.78, 7.81, 10.28, 0.000, 0.000, 0.000, 12:40:19.919
173, 2.48, 39.47, 10.64, 20.93, 0.000, 0.000, 0.000, 12:40:19.921
174, 10.31, 21.60, 8.04, -6.42, 0.000, 0.000, 0.000, 12:40:19.921
175, 9.65, -15.75, 9.39, -4.03, 0.000, 0.000, 0.000, 12:40:19.935
176, 0.67, 23.50, 7.71, 23.29, 0.000, 0.000, 0.000, 12:40:19.935
177, 10.79, 35.87, 5.37, 8.08, 0.000, 0.000, 0.000, 12:40:19.949
178, 11.45, -10.09, 7.48, -7.64, 0.000, 0.000, 0.000, 12:40:19.950
179, 2.18, 3.81, 9.96, 20.82, 0.000, 0.000, 0.000, 12:40:19.951
180, 3.91, 41.76, 7.32, 17.43, 0.000, 0.000, 0.000, 12:40:19.951
181, 15.03, 0.48, 6.60, -10.49, 0.000, 0.000, 0.000, 12:40:19.965
182, 8.45, -9.12, 9.64, 7.91, 0.000, 0.000, 0.000, 12:40:19.965
183, 0.32, 38.47, 11.01, 24.29, 0.000, 0.000, 0.000, 12:40:19.979
184, 6.13, 18.21, 8.87, -4.82, 0.000, 0.000, 0.000, 12:40:19.979
185, 12.86, -17.92, 5.36, -1.45, 0.000, 0.000, 0.000, 12:40:19.981
186, 2.66, 29.55, 9.47, 24.63, 0.000, 0.000, 0.000, 12:40:19.981
187, 7.51, 33.37, 12.94, 6.83, 0.000, 0.000, 0.000, 12:40:19.995
188, 12.83, -11.90, 5.12, -14.24, 0.000, 0.000, 0.000, 12:40:19.995
189, 5.68, 6.16, 9.91, 14.19, 0.000, 0.000, 0.000, 12:40:20.009
190, 4.92, 40.42, 8.46, 17.67, 0.000, 0.000, 0.000, 12:40:20.009
191, 12.11, -2.33, 3.18, -18.41, 0.000, 0.000, 0.000, 12:40:20.011
192, 9.37, -8.20, 9.04, 8.55, 0.000, 0.000, 0.000, 12:40:20.011
193, 2.06, 34.98, 6.90, 22.85, 0.000, 0.000, 0.000, 12:40:20.025
194, 9.27, 17.22, 7.34, -2.12, 0.000, 0.000, 0.000, 12:40:20.025
195, 14.56, -15.15, 3.91, -2.94, 0.000, 0.000, 0.000, 12:40:20.039
196, 0.02, 24.89, 5.03, 19.45, 0.000, 0.000, 0.000, 12:40:20.039
197, 1.95, 30.01, 6.83, 1.67, 0.000, 0.000, 0.000, 12:40:20.041
198, 14.40, -10.37, 7.10, -15.30, 0.000, 0.000, 0.000, 12:40:20.041
199, 4.64, 3.04, 10.19, 14.84, 0.000, 0.000, 0.000, 12:40:20.054
200, 1.59, 38.85, 12.64, 14.63, 0.000, 0.000, 0.000, 12:40:20.055
0, 11.77, 2.67, 4.66, -18.78, 0.000, 0.000, 0.000, 12:40:20.055
1, 7.76, -6.77, 6.50, 6.13, 0.000, 0.000, 0.000, 12:40:20.070
2, 0.19, 38.92, 11.48, 26.12, 0.000, 0.000, 0.000, 12:40:20.081
3, 9.98, 19.48, 8.61, -3.69, 0.000, 0.000, 0.000, 12:40:20.084
4, 10.85, -13.30, 8.78, -4.27, 0.000, 0.000, 0.000, 12:40:20.084
5, 0.52, 22.97, 9.07, 21.98, 0.000, 0.000, 0.000, 12:40:20.086
6, 8.44, 38.96, 11.44, 11.49, 0.000, 0.000, 0.000, 12:40:20.086
7, 18.83, -14.82, 4.68, -8.66, 0.000, 0.000, 0.000, 12:40:20.100
8, 8.64, 4.75, 10.75, 22.25, 0.000, 0.000, 0.000, 12:40:20.100
9, 2.52, 38.99, 12.55, 20.72, 0.000, 0.000, 0.000, 12:40:20.114
10, 16.33, 0.13, 5.22, -9.66, 0.000, 0.000, 0.000, 12:40:20.114
11, 9.01, -11.31, 2.71, 8.18, 0.000, 0.000, 0.000, 12:40:20.116
12, 5.15, 42.55, 10.76, 25.97, 0.000, 0.000, 0.000, 12:40:20.116
13, 5.82, 19.37, 5.97, -7.67, 0.000, 0.000, 0.000, 12:40:20.130
14, 10.72, -17.97, 3.80, -5.46, 0.000, 0.000, 0.000, 12:40:20.130
15, 2.58, 22.27, 9.72, 28.68, 0.000, 0.000, 0.000, 12:40:20.144
16, 2.19, 30.04, 8.04, 4.83, 0.000, 0.000, 0.000, 12:40:20.144
17, 12.17, -15.78, 6.14, -13.35, 0.000, 0.000, 0.000, 12:40:20.146
18, 8.90, 6.46, 9.27, 19.06, 0.000, 0.000, 0.000, 12:40:20.146
19, 3.90, 42.22, 10.83, 17.72, 0.000, 0.000, 0.000, 12:40:20.160
20, 10.06, -3.28, 5.91, -17.81, 0.000, 0.000, 0.000, 12:40:20.160
21, 6.05, -13.24, 10.23, 10.77, 0.000, 0.000, 0.000, 12:40:20.174
22, 2.40, 37.21, 7.02, 23.01, 0.000, 0.000, 0.000, 12:40:20.174
23, 10.18, 19.00, 3.12, -7.80, 0.000, 0.000, 0.000, 12:40:20.176
24, 13.10, -13.14, 5.57, -1.24, 0.000, 0.000, 0.000, 12:40:20.176
25, 0.07, 20.90, 11.15, 29.38, 0.000, 0.000, 0.000, 12:40:20.191
26, 3.16, 35.79, 12.74, 4.62, 0.000, 0.000, 0.000, 12:40:20.191
27, 14.39, -11.23, 4.86, -14.04, 0.000, 0.000, 0.000, 12:40:20.204
28, 3.92, 5.15, 9.88, 19.64, 0.000, 0.000, 0.000, 12:40:20.204
29, 1.12, 40.46, 7.55, 15.54, 0.000, 0.000, 0.000, 12:40:20.206
30, 17.83, 4.07, 7.06, -12.62, 0.000, 0.000, 0.000, 12:40:20.206
31, 9.56, -7.85, 8.61, 7.88, 0.000, 0.000, 0.000, 12:40:20.220
32, 1.91, 36.16, 12.63, 20.15, 0.000, 0.000, 0.000, 12:40:20.220
33, 11.69, 16.90, 5.83, -3.70, 0.000, 0.000, 0.000, 12:40:20.234
34, 7.78, -14.74, 6.65, -3.10, 0.000, 0.000, 0.000, 12:40:20.234
35, 4.41, 20.92, 7.68, 22.02, 0.000, 0.000, 0.000, 12:40:20.236
36, 11.97, 34.81, 7.68, 8.81, 0.000, 0.000, 0.000, 12:40:20.236
37, 14.22, -12.81, 8.19, -9.18, 0.000, 0.000, 0.000, 12:40:20.250
38, 5.13, 7.78, 11.13, 22.73, 0.000, 0.000, 0.000, 12:40:20.250
39, 2.08, 41.86, 6.89, 16.27, 0.000, 0.000, 0.000, 12:40:20.264
40, 15.65, -0.69, 3.70, -14.33, 0.000, 0.000, 0.000, 12:40:20.264
41, 5.76, -12.42, 9.38, 5.35, 0.000, 0.000, 0.000, 12:40:20.265
42, 1.54, 35.81, 9.17, 23.91, 0.000, 0.000, 0.000, 12:40:20.266
43, 10.78, 20.21, 8.18, -11.91, 0.000, 0.000, 0.000, 12:40:20.280
44, 11.84, -16.69, 5.88, -3.86, 0.000, 0.000, 0.000, 12:40:20.280
45, 0.65, 23.19, 8.98, 27.96, 0.000, 0.000, 0.000, 12:40:20.294
46, 5.01, 34.91, 4.85, 1.17, 0.000, 0.000, 0.000, 12:40:20.294
47, 13.11, -15.14, 3.75, -12.77, 0.000, 0.000, 0.000, 12:40:20.295
48, 8.38, 10.34, 9.44, 24.03, 0.000, 0.000, 0.000, 12:40:20.295
49, 5.61, 41.73, 10.74, 18.29, 0.000, 0.000, 0.000, 12:40:20.310
50, 11.75, -2.49, 5.37, -9.41, 0.000, 0.000, 0.000, 12:40:20.310
51, 6.64, -6.72, 7.07, 9.50, 0.000, 0.000, 0.000, 12:40:20.324
52, -0.90, 40.46, 12.63, 19.78, 0.000, 0.000, 0.000, 12:40:20.325
53, 5.94, 18.17, 7.98, -11.25, 0.000, 0.000, 0.000, 12:40:20.326
54, 13.26, -11.72, 8.04, 0.81, 0.000, 0.000, 0.000, 12:40:20.326
55, 0.79, 23.21, 9.26, 23.50, 0.000, 0.000, 0.000, 12:40:20.340
56, 8.67, 31.79, 10.58, -0.77, 0.000, 0.000, 0.000, 12:40:20.340
57, 14.29, -7.52, 13.38, -11.82, 0.000, 0.000, 0.000, 12:40:20.354
58, 0.89, 13.19, 8.05, 21.31, 0.000, 0.000, 0.000, 12:40:20.354
59, -1.01, 37.12, 5.90, 16.89, 0.000, 0.000, 0.000, 12:40:20.356
60, 13.18, 3.80, 4.46, -11.67, 0.000, 0.000, 0.000, 12:40:20.356
61, 6.25, -8.94, 8.40, 9.72, 0.000, 0.000, 0.000, 12:40:20.371
62, 0.99, 37.22, 13.38, 19.99, 0.000, 0.000, 0.000, 12:40:20.371
63, 15.09, 21.88, 9.58, -12.38, 0.000, 0.000, 0.000, 12:40:20.384
64, 12.64, -15.14, 7.66, -1.45, 0.000, 0.000, 0.000, 12:40:20.385
65, 0.38, 23.05, 8.00, 24.92, 0.000, 0.000, 0.000, 12:40:20.386
66, 11.64, 34.84, 9.29, 6.73, 0.000, 0.000, 0.000, 12:40:20.386
67, 14.17, -10.23, 8.83, -11.62, 0.000, 0.000, 0.000, 12:40:20.400
68, 2.10, 7.53, 6.05, 18.81, 0.000, 0.000, 0.000, 12:40:20.400
69, 5.86, 43.30, 9.88, 17.34, 0.000, 0.000, 0.000, 12:40:20.414
70, 14.88, 1.87, 6.17, -17.26, 0.000, 0.000, 0.000, 12:40:20.414
71, 7.40, -13.79, 6.44, 10.40, 0.000, 0.000, 0.000, 12:40:20.416
72, 4.51, 39.98, 10.63, 24.75, 0.000, 0.000, 0.000, 12:40:20.416
73, 10.28, 13.85, 8.17, -10.79, 0.000, 0.000, 0.000, 12:40:20.430
74, 11.38, -24.31, 2.35, -2.80, 0.000, 0.000, 0.000, 12:40:20.431
75, 5.15, 25.94, 10.90, 31.29, 0.000, 0.000, 0.000, 12:40:20.444
76, 6.60, 32.86, 10.97, 4.65, 0.000, 0.000, 0.000, 12:40:20.445
77, 13.05, -14.23, 7.57, -11.40, 0.000, 0.000, 0.000, 12:40:20.446
78, 8.26, 11.12, 10.07, 20.46, 0.000, 0.000, 0.000, 12:40:20.446
79, -0.24, 40.05, 9.21, 14.88, 0.000, 0.000, 0.000, 12:40:20.460
80, 12.79, -0.81, 6.34, -15.08, 0.000, 0.000, 0.000, 12:40:20.460
81, 10.61, -4.20, 8.86, 9.67, 0.000, 0.000, 0.000, 12:40:20.474
82, 4.83, 39.58, 11.03, 23.87, 0.000, 0.000, 0.000, 12:40:20.474
83, 8.91, 21.15, 6.58, -12.37, 0.000, 0.000, 0.000, 12:40:20.476
84, 13.67, -18.16, 10.51, -2.39, 0.000, 0.000, 0.000, 12:40:20.476
85, 1.47, 25.70, 12.48, 25.14, 0.000, 0.000, 0.000, 12:40:20.504
86, 7.38, 35.55, 7.28, 4.86, 0.000, 0.000, 0.000, 12:40:20.504
87, 12.72, -11.24, 2.89, -10.18, 0.000, 0.000, 0.000, 12:40:20.505
88, 3.92, 7.63, 9.42, 19.58, 0.000, 0.000, 0.000, 12:40:20.505
89, -0.81, 41.65, 8.65, 13.44, 0.000, 0.000, 0.000, 12:40:20.507
90, 10.71, 4.25, 9.32, -14.21, 0.000, 0.000, 0.000, 12:40:20.507
91, 11.80, -8.42, 8.27, 12.79, 0.000, 0.000, 0.000, 12:40:20.521
92, -0.28, 37.20, 13.59, 26.02, 0.000, 0.000, 0.000, 12:40:20.521
93, 9.53, 18.46, 2.25, -11.29, 0.000, 0.000, 0.000, 12:40:20.534
94, 14.42, -17.72, 11.96, -3.11, 0.000, 0.000, 0.000, 12:40:20.535
95, -2.34, 21.85, 7.04, 24.20, 0.000, 0.000, 0.000, 12:40:20.536
96, 10.17, 37.41, 9.25, 8.02, 0.000, 0.000, 0.000, 12:40:20.536
97, 12.48, -10.70, 5.67, -9.49, 0.000, 0.000, 0.000, 12:40:20.550
98, 3.67, 12.25, 8.89, 22.05, 0.000, 0.000, 0.000, 12:40:20.551
99, 5.32, 41.55, 8.22, 16.46, 0.000, 0.000, 0.000, 12:40:20.565
100, 14.05, -2.45, 9.49, -16.68, 0.000, 0.000, 0.000, 12:40:20.565
101, 5.96, -8.34, 8.91, 7.69, 0.000, 0.000, 0.000, 12:40:20.566
102, -0.29, 38.29, 14.08, 26.65, 0.000, 0.000, 0.000, 12:40:20.566
103, 11.48, 15.33, 6.73, -10.54, 0.000, 0.000, 0.000, 12:40:20.580
104, 12.74, -16.11, 11.25, -1.73, 0.000, 0.000, 0.000, 12:40:20.580
